冰淇淋,Fassi 1880
日韩料理,Itoya 2
日韩料理,Sushi Ichiban
日韩料理,Sakana Sushi
日韩料理,TE YIO
日韩料理,Sushi Asahi
日韩料理,Ya
日韩料理,Kokoro Sushi
日韩料理,Sushisen
日韩料理,Somo Penthouse
日韩料理,Sushi Fusion Food
日韩料理,Sushime
日韩料理,Sogo Asahi
日韩料理,F.I.S.H. FINE INTERNATIONAL SEAFOOD HOUSE
日韩料理,Ristorante Giapponese Akasaka
更多亚洲菜,Mandarin Chinese
更多亚洲菜,Man Yi
更多亚洲菜,Ristorante Asian Delight
更多亚洲菜,Il Padiglione delle Cicogne
更多亚洲菜,Himalaya's Kashmir
更多亚洲菜,Jaipur
更多亚洲菜,Asian Delight
更多亚洲菜,Bi Won Ristorante Coreano
更多亚洲菜,Seven Lanka
更多亚洲菜,Chicken Hut café
更多亚洲菜,Sitar
更多亚洲菜,Mother India
更多亚洲菜,Shawarma Station Halal
更多亚洲菜,Pizza e Kebab da Coriolano
更多亚洲菜,Indian Kabir Fast Food
更多亚洲菜,New Delhi Indian Restaurant
更多亚洲菜,Indian Affairs
更多亚洲菜,Istanbul Doner Kebab
更多亚洲菜,Krishna 13
更多亚洲菜,La Pace
更多亚洲菜,Wok and Roll
更多亚洲菜,Ristorante Turkish Istanbul Kebabbaro
更多亚洲菜,Arleo Luigi Salvatore
更多亚洲菜,Hokkaidou
更多亚洲菜,Kathmandu Fast Food
更多亚洲菜,Halal Vittorio Faith
更多亚洲菜,Ali Baba
更多亚洲菜,Baklawandi Pasticceria araba
更多亚洲菜,Lucky Wok
更多亚洲菜,Via Cernaia Roma
更多亚洲菜,buddha restaurant & Wok
更多亚洲菜,Munzur
更多亚洲菜,Istanbu Doner Kebab
更多亚洲菜,Pinoy Fast Food
更多亚洲菜,La Dogana Food
更多亚洲菜,Sole
更多亚洲菜,Ristorante Tanur
更多亚洲菜,Cous Cous Bistrot
更多亚洲菜,Thien Kim
更多亚洲菜,Alla Cancelleria
更多亚洲菜,Yotvata
更多亚洲菜,Il Giardino Romano
更多亚洲菜,Bibliothe
更多亚洲菜,Ali Baba
更多亚洲菜,Caffe Cantu
更多亚洲菜,Restaurant Mekong
更多亚洲菜,Kabab
更多亚洲菜,Meze Bistrot
更多亚洲菜,Himalaya Palace
更多亚洲菜,Thai Inn
更多亚洲菜,Riad Nour
更多亚洲菜,Sehgal Sanjiv Kumar Ristorante Indiano Maharaja'
更多亚洲菜,Maharajah
更多亚洲菜,Topkapi
更多亚洲菜,Antichi Sapori della Turchia
更多亚洲菜,Orlando Sapori di Sicilia
更多亚洲菜,Termini Halaal Food
更多亚洲菜,Arabian restaurant in rome
更多亚洲菜,Alì Babà
更多亚洲菜,Zen Garden 3
更多亚洲菜,Sushi Jo
更多亚洲菜,Er Kebbabbaro
更多亚洲菜,Go Thai
更多亚洲菜,Ali Baba
更多亚洲菜,Che Kiang-Royal Thai
更多亚洲菜,Sesamo e pomodoro. Pizzeria.
更多亚洲菜,Bombay
更多亚洲菜,Arashi
更多亚洲菜,Heben
更多亚洲菜,Tiger Tandoori
更多亚洲菜,India House
更多亚洲菜,Il Fornaio d'Oriente
更多亚洲菜,Red Chilli - Indian Fast Food & Take Away
更多亚洲菜,Mandaloun
更多亚洲菜,Daifuku
更多亚洲菜,Sciam
更多亚洲菜,W.O.K
更多亚洲菜,Gold Istanbul Kebab
更多亚洲菜,Il Bosforo Non Solo Kebab
更多亚洲菜,Wok Cinque Stelle - Fusion Restaurant
更多亚洲菜,Citta del drago
更多亚洲菜,Arabian kebab
更多亚洲菜,Mesopotamia
更多亚洲菜,Mehmi
更多亚洲菜,Fadidennaoui Shisha & Kebab
更多亚洲菜,Miyabi 2
更多亚洲菜,Zenobia
更多亚洲菜,Mongolia Barbecue
更多亚洲菜,Grilled Chicken & Kebab
更多亚洲菜,Damasco Kebab
更多亚洲菜,Zen Garden 2
更多亚洲菜,Hotel brunella roma
更多亚洲菜,Tajmahal
更多亚洲菜,Taj Mahal Ristorante Indiano
更多亚洲菜,L'Aquila s.r.l.
更多亚洲菜,Bobby Kebab DI Sanchez Moran
更多亚洲菜,Ciro Express
更多亚洲菜,Shams
更多亚洲菜,Sogo Asahi
更多亚洲菜,Salathai
更多亚洲菜,Rajdhani Ristorante Indiano
更多亚洲菜,Kashmir
更多亚洲菜,Thien Kim Roof Garden
更多亚洲菜,Pingusto
更多亚洲菜,I Due Mondi
更多亚洲菜,Surya Mahal
更多亚洲菜,Istanbul Doner Kebab
更多亚洲菜,Wokwei
快餐简餐,Panini De Santis Roma
快餐简餐,Gran Caffe' Roma
快餐简餐,美食林
快餐简餐,Anni 70
快餐简餐,Topside Roma
快餐简餐,Burger King
快餐简餐,Kilometro Zero
快餐简餐,"Pane, Olio & Arrosticini"
快餐简餐,Daruma Sushi - Parlamento
快餐简餐,Baja
快餐简餐,Bibenda Wineconcept
快餐简餐,Trattoria Antica Hostaria da Angelino
快餐简餐,Hard Rock Cafe Rome
快餐简餐,My Ale
快餐简餐,Il Sori
快餐简餐,Marcolino Pane e Vino
快餐简餐,Vanilla - Organic bakery & Coffee shop
快餐简餐,Abbey Theatre Irish Pub Rome
快餐简餐,081 Cafe
快餐简餐,Il Catanese
快餐简餐,Caffe dello Studente
快餐简餐,Ristorante Est Est Est
快餐简餐,Pastry Shop Trastevere
快餐简餐,Funny Burger
快餐简餐,Panifico Cerulli
快餐简餐,Vero
快餐简餐,Paninoteca Roma 200 Gradi
快餐简餐,KillJoy
快餐简餐,Bar L'Incontro
快餐简餐,Il Pasticciaccio
快餐简餐,T Bone station
快餐简餐,T-Bone Station
快餐简餐,Dolce Mio
快餐简餐,Imperial Food
快餐简餐,McDonald's
快餐简餐,Zenzero
快餐简餐,O sole e Napule
快餐简餐,Lo Sfizio
快餐简餐,Frattina
快餐简餐,Dondolo
快餐简餐,Bar Pasticceria Caretta
快餐简餐,Scholars Lounge Rome
快餐简餐,L'Antico Forno di Fontana Trevi
快餐简餐,Elen Bar
快餐简餐,Shamrock Pub
快餐简餐,Stendalbar
快餐简餐,Otbred
快餐简餐,Fish&Go
快餐简餐,Trapizzino Ponte Milvio
快餐简餐,Mondi
快餐简餐,Osteria Hamburgheria Pasta Madre
快餐简餐,"il mondo di Laura , biscottificio"
快餐简餐,Piccadilly Roma
快餐简餐,Il Calice Brillo
快餐简餐,Creperia Michelangelo
快餐简餐,ABC American Bar & Coffee
快餐简餐,Bar Pasticceria Il Giglio
快餐简餐,Al Casaletto
快餐简餐,Pucceria Poldo
快餐简餐,Homebaked
快餐简餐,La Santeria Pizzicheria-Bistrot
快餐简餐,Baccanale Trastevere
快餐简餐,Quick Fish
快餐简餐,Sciue Sciue
快餐简餐,The Yellow Bar & Arcade
快餐简餐,Gaudeo
快餐简餐,Aromaticus
快餐简餐,Erzinio Food
快餐简餐,Jack Bullet
快餐简餐,Roma Beer Company - Piramide Cestia
快餐简餐,Trattoria Cavaliere Gino
快餐简餐,Sound Garden Cafe
快餐简餐,La taverna del poeta
快餐简餐,Mama Tequila
快餐简餐,t-burger station
快餐简餐,The Original Docks
快餐简餐,"Il Caffe', il Gelato, il Ristoro"
快餐简餐,Limerick Pub
快餐简餐,Goloseum
快餐简餐,Ifienili
快餐简餐,Passione Pizza Papillo
快餐简餐,Crazy Bull
快餐简餐,Sapori di Pane
快餐简餐,Antica Pasticceria Bernasconi
快餐简餐,The Perfect Bun
快餐简餐,CENTO11 Dimensione Gourmet
快餐简餐,Caffe Europeo
快餐简餐,Subway Cafe
快餐简餐,Mojbha WineBar
快餐简餐,Blind Pig
快餐简餐,Santo Bevitore
快餐简餐,YEAH Pigneto
快餐简餐,River Cafè
快餐简餐,Cheeky Pie
快餐简餐,Cose Buone dal Forno Trevisiol
快餐简餐,Osteria Pistoia
快餐简餐,Brasserie 4:20
快餐简餐,Al Turacciolo
快餐简餐,Razmataz
快餐简餐,"Apluvio, la Puglia che piace"
快餐简餐,Exit Bar Pub & Gallery
快餐简餐,Lo Sfizio... Non Solo Pane'
快餐简餐,Pinsamagna
快餐简餐,Hamburgeseria
快餐简餐,Ruins Pub
快餐简餐,Laboratorio dell'Officina Biologica
快餐简餐,Il lunch Roma
快餐简餐,Andirivieni
快餐简餐,Gargani
快餐简餐,IGusto
快餐简餐,Il Serpente Pub
快餐简餐,Ami
快餐简餐,Al Vino al Vino
快餐简餐,Mpare
快餐简餐,New Age Cafe
快餐简餐,Bar Miami
快餐简餐,Paninoteca Slurp
快餐简餐,Aristocampo Garbatella
快餐简餐,Trecaffe'
快餐简餐,Good Bakery/Pizzeria Good
快餐简餐,Antonini
快餐简餐,Old Wild West Tiburtina
快餐简餐,Bakery House
快餐简餐,Special - Alta Gastronomia
快餐简餐,Hambugeseria
快餐简餐,Cioccolateria Daleccarsiibaffi
快餐简餐,Il Pane di San Saba
快餐简餐,Norcineria Sergio
快餐简餐,Rosso Ciliegia - Pasticceria e Design
快餐简餐,Old Wild West
快餐简餐,Old Wild West Euroma2
快餐简餐,Pizza Pane e...
快餐简餐,Arch Bar
快餐简餐,Panta Rei Café
快餐简餐,Nonsolopasta
快餐简餐,Domicilio Pizza
快餐简餐,Sala ca'os wine bar
快餐简餐,Borgo 36
快餐简餐,Old Wild West Roma - Centro Commerciale Anagnina
快餐简餐,Pizzallangolo
快餐简餐,Una Botte e Via...
快餐简餐,Roadhouse Grill Trastevere
快餐简餐,Big Star Pub
快餐简餐,Bar Gianicolo
快餐简餐,Pizza e Fichi
快餐简餐,On The Rox Trastevere
快餐简餐,Pizzeria Number 5
快餐简餐,Elsa Coffee
快餐简餐,Frizzo
快餐简餐,Bar XX Settembre
快餐简餐,Opulentia in Prati
快餐简餐,Pizza & Vizi
快餐简餐,Da Luca
快餐简餐,McDonald's
快餐简餐,Arthurland
快餐简餐,Bar Casina Prati
快餐简餐,Haus Garten Bagel Bar
快餐简餐,Old Wild West
快餐简餐,La Mela Stregata
快餐简餐,Pasta Imperiale
快餐简餐,La Bibliotechina
快餐简餐,Ilios
快餐简餐,Panepiu Bistrot
快餐简餐,Fermento
快餐简餐,Old Wild West
快餐简餐,Le Piazzette
快餐简餐,La Lupa Golosa
快餐简餐,Ruck
快餐简餐,Tastevere Kmzero
快餐简餐,Makasar Bistrot
快餐简餐,Fa-bio
快餐简餐,Legend American Pub
快餐简餐,pucciami
快餐简餐,Bar Dellavite
快餐简餐,9nine
快餐简餐,Curry Wurs
快餐简餐,Mes Petits Chefs
快餐简餐,I'm Texas Angus
快餐简餐,Cheese and Cheers
快餐简餐,When in Rome
快餐简餐,Ristorante La Medusa
海鲜,Baccano
海鲜,Aziende agricole seleziona regione Lazio
海鲜,Cottura Zero Gradi
海鲜,Ristorante Pizzeria Eccolo
海鲜,Is Arenas
海鲜,Porto Corallo
海鲜,Il Sanlorenzo
海鲜,Da Benito e Gilberto al Falco
海鲜,Taverna Urbana
海鲜,Trattoria Del Pesce
海鲜,Gallura
海鲜,Aroma di Mare
海鲜,Ristorante La Giara
海鲜,Salotto Culinario
海鲜,Da Claudio
海鲜,Costa Paradiso
海鲜,La Grotta Azzurra
海鲜,Capo Boi
海鲜,Dai tre amici
海鲜,I Tre Moscardini
海鲜,La Piccola Irpinia
海鲜,Hostaria Pizzeria da Baffo
海鲜,Iside
海鲜,Shangri La Corsetti
海鲜,Spuntino Pesce E Vino
海鲜,Da Franco Ar Vicoletto
海鲜,Queen 225
海鲜,Piazza Caprera
海鲜,Ore Dodici
海鲜,Fish Market Trastevere
海鲜,Bezziccheri
海鲜,Nettuno
海鲜,Terrace on the Sky
海鲜,Camilluccia
海鲜,Casa Coppola
海鲜,La Corte del Mare
海鲜,Pescheria dei Consoli
海鲜,Hosteria del Mare
海鲜,Il Piccolo Capriccio
海鲜,Il Sorriso
海鲜,Il Pesce Fuor D' Acqua
海鲜,Drunken Clams
海鲜,Ristorante Rinaldi al Quirinale
海鲜,La Vaca
海鲜,Il bar sotto il mare
海鲜,La Balduina
海鲜,Da Gabriele
海鲜,Capperi
海鲜,Ristorante Valle dei Casali
海鲜,Il Gatto e la Volpe
海鲜,Baia Blu
海鲜,Ripa 12
海鲜,pugliamonti
海鲜,Sa Mesa Longa
海鲜,Cornucopia
海鲜,Il Calice
海鲜,Il Miraggio
海鲜,Costa Smeralda da Achille
海鲜,Marevivo
海鲜,Trattoria Fauro
海鲜,Take Away on the Beach
海鲜,La Scaletta
海鲜,Il Mare A Casa Tua
海鲜,Da Giggetto Er Pescatore
海鲜,O' Pescator
海鲜,Vizi Capitali
海鲜,F.I.S.H. FINE INTERNATIONAL SEAFOOD HOUSE
海鲜,Selva Candida
海鲜,Ristorante Il Glicine
海鲜,Osteria Zi Umberto
海鲜,P. Flamini
海鲜,ristorante Benito
海鲜,Il Sorriso
海鲜,Tul'Ami
海鲜,Il Veliero di Pittaluga
海鲜,TUNA
烧烤,I Butteri
烧烤,Toroseduto
烧烤,Topside Roma
烧烤,Kilo Restaurant
烧烤,Bisteak
烧烤,Associazione Culturale Matrioska
烧烤,Roadhouse Grill
烧烤,Pizza Roma
烧烤,Funny Burger
烧烤,Buffalo Bill Trastevere
烧烤,Tie Break
烧烤,Gallo Umbro
烧烤,La Locanda del Macellaio
烧烤,Churrascaria Imperio Gaucho
烧烤,Yakiniku Roma
烧烤,Quarto Burger & Drink
烧烤,Charro Cafe
烧烤,Galletto
烧烤,Speck Grill and Pizza
烧烤,Ristorante Maxela 1
烧烤,A Tozzi E Bocconi
烧烤,Brasia
比萨,ALICE PIZZA
比萨,Pizzeria Baffetto
比萨,Luzzi
比萨,Pizzeria Pala pizza
比萨,Pizza Fantasy
比萨,Origano
比萨,Pizza Ciro
比萨,REbasilico Euroma2
比萨,La Cucina Nazionale
比萨,Il Brillo Parlante
比萨,Pizzarium
比萨,"Pizzeria da Baffetto, Rome"
比萨,Lo Zozzone
比萨,San Marino
比萨,Pinsere Roma
比萨,Il Peperoncino Dispettoso
比萨,Ristorante Sugo
比萨,Antica pizzeria de Roma
比萨,9MM
比萨,Pizza Zaza
比萨,Pizzeria Il Podista
比萨,Spazio dell'Officina Biologica
比萨,Quick Pizza
比萨,Pizza Rustica
比萨,Officina Pizza E Cucina
比萨,Trattoria Da Silvia
比萨,Ristorante Maia
比萨,Popeye Pizza
比萨,Mustacchio Caffe
比萨,Il Colonnato
比萨,Angelino ai Fori dal 1947
比萨,Alice
比萨,Le Spighe - Ristorante Pizzeria
比萨,Alice Pizza
比萨,Roma
比萨,Il Padellaccio 2
比萨,Alice Pizza
比萨,Hostaria De' Pastini Pizzeria
比萨,Alice Pizza
比萨,Melograno
比萨,Ponte e Parione
比萨,Pizzeria Lo Zio Frankie
比萨,Grano frutta e farina
比萨,Antica Stabia Pizzeria
比萨,Pizza & Mortadella
比萨,Sfizio Pizza
比萨,Quelli di Via Nizza
比萨,Alice Pizza
比萨,Li Rioni
比萨,Pizza Dai Cinque
比萨,La Taverna Italiana
比萨,Sfizi di Pizza
比萨,O' Ciardin' E' Pulcinella
比萨,L'Antica Salumeria
比萨,bakery's pizza
比萨,Pizzeria I Gemelli
比萨,Pizzeria Ternana
比萨,Pizzeria Frontoni
比萨,Taverna Parione
比萨,Il Buchetto
比萨,Anema E Cozze
比萨,La Taverna del Grano
比萨,Antico Caffe Dell'isola
比萨,Il Piatto
比萨,Ai Balestrari
比萨,Pizzeria da Remo
比萨,Antica Hosteria Due Colonne
比萨,Pizzeria da Simone
比萨,Il Quagliaro
比萨,Pizzare
比萨,Da Li Cochi A Trastevere
比萨,Bir & Fud
比萨,Le Lanterne
比萨,Pizzeria Stravinskij
比萨,Il Pozzetto Ristorante
比萨,Falcone
比萨,Spiriti e Forme
比萨,PIZZERIA OSTIENSE
比萨,La Mela D'Oro
比萨,Ambasciata di Capri
比萨,Pizza Europa Rustica
比萨,Pizzeria Il Sogno Di Napoli
比萨,Binario Zero Caffe'
比萨,Habemus Pizza
比萨,Rossini all'Hotel Quirinale
比萨,Rue Restaurant
比萨,Alice Pizza
比萨,Osteria Venerina
比萨,Alice
比萨,Lambertucci Daniela
比萨,Pizzeria-Gelateria Mariotti
比萨,Ristorante Est Est Est
比萨,Pizza Forum
比萨,Jasmine
比萨,La Dama Pizzeria Bisteccheria
比萨,Pizzeria PalaPizza
比萨,Pizzeria La Casetta
比萨,Acqua e Farina
比萨,Al Forno della Soffitta
比萨,Trattoria Pizzeria Lo Scalino
比萨,La Moderna - Testaccio
比萨,La Torricella 2
比萨,Pluto's Pizza
比萨,La gatta mangiona
比萨,La Pratolina
比萨,Pizzeria L'Archetto
比萨,Pizza Pazza per I Pazzi Della Pizza
比萨,Ciampini Bistrot
比萨,Shooters
比萨,Taverna Pretoriana
比萨,Ristorante Rebasilico Casale del Fornaccio
比萨,Mini Pizza
比萨,Osteria Pizzeria Margherita
比萨,Ristorante Pizzeria Il Buchetto
比萨,La Capricciosa
比萨,Io e Valter Pizzeria Le Torri
比萨,Pizzeria La Boccaccia
比萨,World's Pizza
比萨,Pizzamania
比萨,Baffetto 2
比萨,Osteria Del Cacciatore
比萨,Pizzeria Giacomelli
比萨,Al Pomodoretto
比萨,Trattoria Pizzeria La Tana Di Carmine E Dora
比萨,Angelo's Pizza
比萨,Sinfonie Di Pizza
比萨,Paradiso Pizzestre
比萨,La Piramide
比萨,Il Bersagliere
比萨,Pizzeria Passaparola
比萨,Il Sogno di Napoli 2
比萨,Emma
比萨,Pizza Fantasy 3
比萨,Spizzami
比萨,96 Ore
比萨,Black Rock
比萨,Pizzeria Boccione
比萨,100% Pizza
比萨,Da Tullio Pizza
比萨,Alice Sanpaolo
比萨,REbasilico Club Lanciani
比萨,Laboratorio 3
比萨,Stravizio
比萨,Angelo e Simonetta
比萨,Pinsa Del Grillo
比萨,Pinsa re
比萨,Pizzeria la Conca d'Oro
比萨,Caffè Bianco
比萨,Bar Caffetteria Pasquino
比萨,Il Capriccio
比萨,L'Antica Porta
比萨,L'Antico Forno di Fontana Trevi
比萨,Acqua e Farina
比萨,Piatto Romano
比萨,Nuovo Mondo
比萨,Goodfellas Pizza
比萨,Pizzeria Piazza Roma
比萨,Pizzeria Ciopa Blu
比萨,Zi Ciro
比萨,Il Piccolo Borgo
比萨,Stellina
比萨,Retro
比萨,Perbacco
比萨,ALBERTO dal 1968
比萨,Dolce Notte
比萨,Core de Roma
比萨,Pizzeria Il Brigante
比萨,Romolo e Remo
比萨,Flaminio 86 Restaurant
比萨,Chez Coco
比萨,Pizzeria Salernitana
比萨,La Taverna Della Pizza
比萨,Grani Di Sale Ristorante Pizzeria
比萨,Ristorante Rigatoni
比萨,Pizzeria El Tio Pepe
比萨,Locanda dei Girasoli
比萨,Dar Poeta Al Casale
比萨,MOMA Pizzeria Romana
比萨,La Pizzetteria
比萨,RistoQui
比萨,Casali Gasperini
比萨,Pizzeria GoodGood
比萨,Ristorante La Caletta Fantasie Napoletane
比萨,Pizzeria Da Pietro Al Giardino
比萨,Binario 96
比萨,Pizza Rustica
比萨,Le Due Palme
比萨,Re di Roma Pizza
比萨,La Casa del Suppli'
比萨,Pizzeria Fiori Di Zucca
比萨,Cocomerino
比萨,Podere Rosa
比萨,Pizzeria Le Tre P
比萨,Chiu Sapore
比萨,Cosi Com'e
比萨,Al Mattarello d'Oro
比萨,Carpe Diem PizzAe
比萨,Da I Sandri a Trastevere
比萨,Pizza e Dolcezze
比萨,Sapori e Delizie
比萨,Il Casale
比萨,Pizza e Fichi
比萨,Antica Schiacciata Romana
比萨,Pastizzeria Teste Matte
比萨,Franz Pizza
比萨,MAMMA Pizza
比萨,La Tavernaccia
比萨,New Station
比萨,Cherchi i Fabio
比萨,L'Allegra Brigata
比萨,La Pimpaccia Ristorante Pizzeria
比萨,Taverna Alessandrina
比萨,Pizza Imperiale
比萨,Pizzeria Pommmodoro
比萨,Ristorante Cosmo Pizzeria
比萨,Pizzeria La Teglia
比萨,Ristorante Roma Sparita
比萨,Ghiottoni!!
比萨,Da Vittorio
比萨,Ristorante Pizza Roma (Trevi)
比萨,Dante
比萨,Al Vialetto
比萨,Papa Re
比萨,Ciak Si Mangia
比萨,Al Piatto Ricco
比萨,Il Fiorentino
比萨,Il Conte di Montecristo
比萨,Pizzeria Nerone
比萨,Antonio e Mirella
比萨,La Boccaccia
比萨,Domus Pinsa
比萨,Alice Pizza Prenestina
比萨,Goose
比萨,Kiss pizza
比萨,Il Paradiso Pizzestre
比萨,La Fornace
比萨,Lo schiaccianoci
比萨,Farine
比萨,Mamaro
比萨,Pizzologia
比萨,Pizzeria Mediterranea
比萨,Sapori di Casa
比萨,Sorchetta Doppio Schizzo
比萨,Pizzeria La Loggetta
比萨,Da Pasquale
比萨,Grazie a Dio é Venerdi
比萨,Il Girasole
比萨,Ai Balestrari
比萨,Delizie di Pizza
比萨,La Taverna Della Selcetta Srl
比萨,il carroccio
比萨,Niagara paticcheria
比萨,Pizzeria Il Covo di Nene
比萨,Sapori e Delizie
比萨,La Taverna Del Re 2
比萨,Pizzeria Italia
比萨,PANZEROTTI&FRIENDS
比萨,Pizzeria Tarquinia
比萨,Tavola Calda
比萨,Bar Navona
比萨,Gli Aristopiatti...li mejo der Colosseo
比萨,tavola calda da simone e mirella
比萨,Pizzeria Gabry
比萨,Spaccio Pasta
比萨,Pizzeria da Mario
比萨,Rimpizzamose Balduina
比萨,Elliot Pub
比萨,Pizzeria Ciao Ciao
比萨,Er Re
比萨,"Il Chiodo Fisso - Ristorante, Pizzeria (Balduina)"
比萨,Siamo Noi
比萨,L'Eco del Mare
比萨,La Tana dell'Orso SPQR
比萨,Pizzeria Sacchetti
比萨,La Pizza a Torrevecchia
比萨,L'Angolo della Pizza
比萨,Pizzalandia
比萨,Cesar Ristorante Pizzeria
比萨,Pizzeria le sorelle
比萨,Osteria al 250
比萨,Le Finestre
比萨,Pizzeria San Marino
比萨,Gianni 3
比萨,Ammazza Che Pizza
比萨,Casale Rocchi
比萨,Semplice
比萨,Forno Battelli
比萨,V.I.P. Very Italian Pizza
比萨,La Montecarlo
比萨,Restaurant Dal Paino
比萨,Serafini Alla Pace
比萨,Julian Cafe
比萨,Zio Ciro
比萨,Chicco Roma Trevi
比萨,La Focaccina Di Serafina
比萨,Il Cantinone
比萨,Il Grottino
比萨,Passione Pizza Papillo
比萨,Pizzeria Ristorante IL GABBIANO
比萨,Pizzeria Pepto
比萨,Gli Artisti Della Pizza
比萨,Smile Pizza
比萨,da Lucia
比萨,Osteria Pizzeria Margherita
比萨,Orto di Roma
比萨,L'Insalata Ricca (Acri)
比萨,RistoLive
比萨,Pizzeria Gino e Salvatore
比萨,Pomodoro e Mozzarella
比萨,La Fornarina
比萨,Pizzeria Er Panonto
比萨,Titto's Pizza
比萨,Pizza alla pala di Li yong
比萨,Il Secchio e l'Olivaro
比萨,Taberna Persiana
比萨,Robivecchio
比萨,GAUDI
比萨,Ippo pizza
比萨,La Baita
比萨,Tommasino L'Evoluzione
比萨,Stai Manzo
比萨,Franco e Cristina
比萨,Pizza art
比萨,Help
比萨,Pizza E Mozzarella
比萨,Ristorante Ciro & Ciro
比萨,Quelli della pizza
比萨,L'Allegra Fattoria
比萨,Cine Pizza
比萨,Ai Due Scalini
比萨,Sforno
比萨,Pinsa 48ore
比萨,Meraviglioso
比萨,Il Cigno di Nadi
比萨,Rossopomodoro
比萨,La Pizza a Casa
比萨,Pizzeria La vera Napoli
比萨,Ristorante Spaccanapoli
比萨,Pizzeria Cocco
比萨,Pizzeria Ristorante All'angoletto
比萨,Pizza e abbracci
比萨,Habitue'
比萨,Pizzeria da Simone
比萨,Pizzeria Margari
比萨,Sesamo e pomodoro. Pizzeria.
比萨,Non Solo Pizza
比萨,Il Diamante della Pizza
比萨,il Cicalino
比萨,Pizzando Grigliando
比萨,I DUE LEONI
比萨,Capra e Cavoli
比萨,Pizza Antica Roma
比萨,La Biga
比萨,Sa Tanca
比萨,Al Ferro
比萨,Mastro Pizza
比萨,Abc Della Pizza
比萨,Li Scalini
比萨,Villaggio Pizza
比萨,Facepizza
比萨,L'acchiappapizza
比萨,Mezzo Sacco
比萨,Pizza Turbo
比萨,Mo' Mo' Republic
比萨,Inpasto
比萨,Pizza Lampo
比萨,"Prelibato, Panifiio con Cucina"
比萨,Da Claudio al l'Acquedotto
比萨,Pizzeria Eligio Fattori
比萨,Regine Trastevere
比萨,Al Fontanone
比萨,Piccola Pausa
比萨,La Villetta
比萨,Pizzeria Pan'Unto
比萨,Pizza Light
比萨,Il porcino allegro
比萨,Forno Gemme Di Pane
比萨,O' Sole 'e Napule
比萨,Caffe' di Porta Castello
比萨,Mammapa
比萨,Il Fortino
比萨,Tam O'Shanter Scottish Pub Prati
比萨,Pizzeria La Ruota
比萨,L'Isola della Pizza
比萨,Tacabanda
比萨,Ferrovecchio
比萨,Come Manna dal Cielo
比萨,Il Maratoneta
比萨,Pizzeria La Casetta
比萨,Uffa che Pizza!
比萨,annicinquanta
比萨,ReCafe
比萨,Caffe San Pietro in Vincoli
比萨,MisterPizza 23
比萨,Il Carroccio
比萨,Il Piccolo Diavolo Pizza&Grill
比萨,Pizzeria Serenella
比萨,Pizzeria Reginella
比萨,Pizza Mix
比萨,Pizzeria I Gemelli Roma
比萨,Pizza Loft
比萨,Pizza al Taglio 
比萨,Hallo Pizza
比萨,Ristorante Mad Cow & Pizza Gourmet
比萨,Pizza Rustica
比萨,Ristorante Pizzeria Marite
比萨,Magna pizza
比萨,L'oasi della pizza
比萨,Magnifica
比萨,Il peperoncino
比萨,Fantasie di Napoli
比萨,Pala Palino
比萨,L'Archetto
比萨,La Pizza Di Angelino
比萨,Cotta e mangiata
比萨,Pizzeria Mario o'Scugnizzo
比萨,La Piazzetta
比萨,La Rosa Dei Venti
比萨,Pizzeria I Due Fratelli
比萨,Falco Matto
比萨,Ape Bar
比萨,Pizzeria da Lola
比萨,Bibamus Pub
比萨,Planet Pizza
比萨,Pizza-Gelato
比萨,Osteria della Pizza
比萨,Da Severino
比萨,Voglia di pizza
比萨,Zazza'
比萨,La Pizza de Checco
比萨,Centro Pizza Speed
比萨,Ristorante Medi'
比萨,IL Mastro Fornaio
比萨,Pizza Art
比萨,Non Solo Pizza
比萨,'O Masto
比萨,Pizziamoci
比萨,Pizza Pane e...
比萨,Caffettiamo Campus
比萨,Pizza Popolo
比萨,Pizzeria al Ponticello
比萨,Raggi di Pizza
比萨,Malu Pizzeria Mariani a. & C. Snc
比萨,Pasquino
比萨,Pizzeria 4 Stagioni
比萨,Fratelli La Bufala
比萨,Acquolina Roma
比萨,Ninni's Pizza
比萨,S.P.Q.R
比萨,el pizzettero 2
比萨,Il Bosforo Non Solo Kebab
比萨,Ammazza Che Pizza
比萨,Pizzeria da Marcello e Giuliana
比萨,Giando
比萨,Market Pizza e Cucina
比萨,Il Mattarello
比萨,Il Vialetto Del Pane
比萨,Rosso pizza
比萨,Dado Pizza
比萨,Fratelli La Bufala a Ponte Milvio
比萨,DPD Ciani
比萨,RimPizzaMose
比萨,Il Tagliere ai due ponti
比萨,Hosteria Dai Due Fratelli
比萨,La Vie En Rose
比萨,Pizzeria Ciack si Sforna
比萨,Da Italo
比萨,Pizza Napoletana Roma
比萨,Folletto Maligno
比萨,La Stella
比萨,Pizzeria 
比萨,Pizza o Non Pizza - Dai Fratelloni
比萨,Pizza Simpaty
比萨,Da Gasperino Er
比萨,Roma App
比萨,"Myster Pizza, Roma, Via Albalonga"
比萨,Antaka
比萨,Non Solo Pizza
比萨,Il Papero Giallo
比萨,Pizza Pane Dolci
比萨,Pizza alla pala
比萨,Rosmarino That's Pizza
比萨,MT pizza
比萨,Il tempio di eolo
比萨,Le Palme Ristopizza
比萨,Torraccia Club Offside 2
比萨,Il Fornaccio Roma
比萨,Alice Pizza - Il vero nome della Pizza
